begitu;gtu
bagus;bgs
masih;ms
bisa;bs
karena;krn
mungkin;mgkn
menghargai;haragain
coba;cb
kalo;klo
enggak;g
sudah;uda
enggak;g
menyakiti;nyakitin
hati;ht
gue;gw
jangan-jangan;jgn2
orang;org
lagi;lg
kayak;kyk
sebaiknya;sbaiknya
mengerti;mngerti
belajar;blajar
dulu;dlu
dari;dr
fakta-fakta;fakta2
yang;yg
selama;slama
seperti;spt
sudah;udh
cukup;ckup
kayak;kyk
masih;msh
mending;mnding
cuma;cm
kalo;klo
gue;gw
langsung;lgsg
gue;gw
nilai-nilai;nilai2
lagi;lg
buka-buka;buka2
nyinyir;nyinyirin
padahal;pdhl
pada;pd
menyerang;nyerang
harus;hrs
mereka;mrk
terima;trima
mereka;mrk
harus;hrs
bisa;bs
kasih;ksh
mengomong;ngomomg
memang;mang
sudah;udh
kalo;klo
kebetulan;kbetulan
orang tuanya;orgtuanya
lagi;lg
sebelum;sbelum
mengamati;ngamatin
mengintip;ngintip
setelah;stelah
sama;sm
orang;orng
sendiri;sndiri
yang;yg
kasih;ksh
mengintil;ngintilin
terus;trus
semenjak;smnjak
terbukti;trbukti
menyambat;nyambet
masuk;msk
ke rumah;krmh
saja;aja
sama;sm
padahal;pdhl
rumah;rmh
enggak;gk
cuma;cm
yang;yg
sekarang;skrg
bohong;bo'ong
dari;dri
dulu;dlu
lagi;lg
kalo;klo
bukan;bkn
lo;eloo
apa-apanya;apa2nya
goblok;goblokkk
sesat;sesatt
iblis;ibliss
lo;elo
untuk;utk
semua;smua
harus;hrs
kebiasaan;kbiasaan
hidupnya;hdpnya
lebih;lbh
enggak;gk
banyak;byk
mengomong;ngomong
pakai;pake
punya;pny
anaknya;anknya
rumah;rmh
jalan-jalan;jalan2
enggak;gk
pernah;prnh
tidur;tdr
orang;org
sebuah;sbuah
seperti;spt
anak-anaknya;anak2nya
yang;yg
tadinya;tdnya
bikin;bkin
dari;dr
anak-anaknya;ank2nya
tapi;tp
anak-anaknya;ank2nya
yang;yg
memilih;milih
sendiri;sndiri
kan;kn
setelah;stelah
mereka;mrk
beranjak;branjak
anak-anak;ank2
enggak;gk
bisa;bs
masyarakat;masyarakay
yang;yg
lihat;lht
juga;jg
bisa;bs
mudah-mudahan;mudah2an
sampai;nyampe
untuk;utk
mengerti;menegerti
bikin;bkin
hidupnya;hdpnya
apa-apa;apa2
sok-sok;sok2
menasihati;nasehatin
mengaca;ngaca
dulu;dlu
jangan-jangan;jgn2
pantas;pantes
saja;ajah
kak;kakk
kak;kakkkk
selamat;slamet
sampai;ampe
menari;nari
mengapai;ngapain
eh;ehh
maaf;mf
baru;bru
mengucapkan;ngcpin
pengin;pgn
wow;woowwww
ya;iaa
terus;trus
ya;yaaaa
kak;kakk
kadang;kdg
menyesal;nyesel
kenapa;knp
sekarang;skrg
merasa;ngerasa
sekarang;skrg
terbagi;kebagi
meneruskan;nerusin
indonesia;indo
saja;aja
universitas;univ
kakak;kk
kakak;kk
menyesal;nyesel
kamu;kmu
main;maen
"mengaku-ngaku;ngaku"""
wih;wihh
tetap;tetapppp
ganteng;gantenggg
aku;aq
dong;donk
jaketnya;jakety
lucu;lucuu
enggak;nggk
sekali;skli
kali;kli
yang;yg
kamu;km
tetap;ttp
kepala;pala
pusing;pusingggg
tetap;ttp
bang;bng
tetap;ttp
ku;qu
pusing;pucing
kepala;pala
ih;ihhhh
manusia homo;maho
enggak apa-apa;gpp
ganteng;gantng
pusing;pucing
kepala;alak
enggak;ga
akan;akn
hilang;hilangv
bung;bungggg
bang;bangg
enggak apa-apa;gapap
kalo;klo
kelihatan;keliatan
kayak;kyak
yang;yg
paling;pling
banyak;byk
gila;gokiiill
enggak;ngak
apa-apa;apa2
jadi;jdi
kaya;kya
orang;org
buset;busedh
gilanya;gokilnya
sama;sma
dulu;duluuu
kece;keceee
nya;nyaa
kalau;klu
gila;gilaa
enggak;gak
ah;ahhhh
gue;w
duh;duuhhh
tetap;tetep
aku;aq
amin;amiiiiinnnnn
dengan;dg
tulus;tullus
tau;tw
peluk;pluk
durhaka-durhaka;durhaka2
ya;y
enggak;gk
mengomong;ngomong
kamu;kmu
sudah;udh
tetap;ttp
kepada;kpada
"seburuk-buruk;seburuk"""
orang tua;ortu
kata;kta
dia;dy
kita;ktaa
dia;dy
ya;yup
tidak;tdk
mbak;mb
tetaplah;tetaplaah
aku;q
baik;baek
saja;ajja
deh;dech
baik;baek
operasi;oprasi
saja;aj
gaya;gya
sama;sm
nya;ny
kandung;kndung
eh;ehh
sebagai;sbg
kalo;klo
bukan;bkn
untuk;u
semua;smua
kesenangan;ksenangan
yang;yg
didapat;ddpt
sekarang;skrang
jawab;jwab
sebagai;sbg
kamu;km
suka;sk
membodohkan;mmbodohkan
orang lain;orlaen
begitu;bgtu
sebagai;sbg
jangan;jgn
begitu;bgtu
sekarang;skrg
daripada;drpd
seperti;spt
lo;elo
malam;malem
enggak;gk
mengerti;ngerti
mengaplikasikan;aplikasiin
begitu;bgtu
berangkat;berangat
mempraktikkan;praktekin
dah;dahh
entar;ntar
bagaimana;gmn
omong doang;omdo
begini;bgini
kata;kate
enggak ada;gada
cabe-cabe;cabe2
kalo;klo
perjuangan;prjuangan
dengan;dg
kemewahan;kmewahan
setimpal;stimpal
dengan;dg
kemewahan;kmewahan
yang;yg
didapat;ddpat
kalo;klo
bukan;bkn
seperti;sprt
sekarang;skrang
kamu;km
jangan;jgn
saja;aj
baca;bc
menilai;mnilai
kamu;km
kata-kata;kata2
saja;za
enggak;gak
pakai;pake
pakai;pake
gue;w
enggak;gak
sudah;udahh
enggak;gak
usah;usahh
omong doang;omdo
saja;za
segala-galanya;segala2nya
sekarang;sekarng
sekarang;skrg
seperti;sprti
sekarang;skrg
sampai;sampe
masing-masing;masing2
jangan;jgn
sampai;sampe
makanya;mkanya
jangan;jgn
dulu;dlu
sebelum;sblm
hai;hay
mereka;mreka
bahagia;bhagia
kamu;km
saja;aja
yang;yg
korek-korek;korek2
orang;org
pengin;pngen
membalas;ngebales
karena;krna
gue;w
sih;sihh
enggak;gak
mengomong;ngomong
sudah;udahh
malas;males
gue;w
sesama;sasama
enggak;ga
kalo;klo
dah;dahh
lo;elo
deh;dehh
cabe-cabean;cabe2an
terong-terongan;terong2an
sekalian;seklian
keluar;kluar
itu;tuuu
jangan;jgn
mengurusi;ngurusan
orang;org
mengaca;ngaca
dong;donk
mencampuri;campurin
memangnya;emnknya
punya;py
kakak;kaka
unyu;unyuu
dia;dy
bukan;bkn
tapi;tp
kandung;kndung
kalo;klo
merangkul;mrangkul
adalah;adlh
kenapa;knpa
kalo;klo
enggak;g
walau;wlo
banyak;bnyak
yang;yg
seperti;sperti
lah;lh
manusia;manusiy
tak;tx
dari;dr
sakinah mawadah rahman;samara
amin;aamiin
kalau;klw
lihat;liat
teringat;teringt
termasuk;trmsuk
anak;ank
yang;yg
dan;dn
pilihanmu;pilihnmu
sementara;swmntara
termasuk;trmasuk
enggak;gak
dalam;dlm
orang-orang;orang2
yang;yg
sangat;sgt
lihat;liht
saja;aj
ya;y
kalo;klo
suaminya;suaminy
sekarang;skrg
masih;msh
kan;kn
sama;sm
jaman dulunya;jadulnya
mantap;mantaff
kalo;klo
yang;yg
mengata-ngatai;ngata2in
enggak;g
jangan;jgn
bagaimana;bagaimna
tapi;tpi
mulus;mulusssss
bagus;bgus
bukan;bkn
bagaimana;gmana
kepleset;kpleset
ya allah;yawlah
banget;bgt
entar;ntr
langsung;lgsg
kepleset;kepeleset
enggak;engga
kayanya;kayanye
amin;amiinnnn
kalo;klo
begini;gn
mengakak;ngakak
komen-komenan;komen2an
wow;wewww
dong;dumsss
entar;tar
kayak;keq
begini;gini
amin;amiin
memperbaiki;perbaikin
terus;trus
permasalahkan;permasalhkan
benar-benar;bener2
enggak;ga
mengomong;ngomong
betul-betul;betul2
jauhi;jauhin
datang;dateng
mengomong;ngomong
adik;adiik
manis;manisss
mengerti;ngerti
"besar-besar;besar"""
"masing-masing;masing"""
saja;aja
"masing-masing;masing"""
ya;yaaa
mencoba;nyoba
wih;wihh
benaran;beneran
yang;yg
di dalam;ddlm
semua;smua
kembali;kmbali
pada;pd
di;d
kamu;kmu
enggak;gk
kamu;kmu
enggak;gk
dikuburnya;dkuburnya
di;fi
indonesia;indo
sama;sm
tentang;ttg
masing-masing;masing2
kayak;kyk
kalo;kl
rata-rata;rata2
lebih;lbih
banyak;byk
ceritamu;critamu
kau;kw
saja;ja
dulu;dl
itu;tu
kalo;kl
dah;dh
beres;bres
camkan;cmkn
itu;tu
enggak;gk
diurusi;diurusin
kali;keles
yang;yg
biarkan;biarin
saja;aja
entar;ntar
untuk;utk
untuk;utk
enggak;gk
enggak;gk
kakak;kk
kali;kale
kalo;klo
mengomong;ngomong
lo;elo
merasa;ngerasa
benar;bener
enggak;ga
dong;donks
enggak;ga
kan;kn
kali;keles
semoga;smoga
kamu;kmu
jangan;jngan
"membanding-banding;membanding"""
enggak;gk
kami;kmi
memperbolehkan;mengperbolehkan
enggak;gk
karena;krena
negeri;ngri
"dingin-dingin;dingin"""
kan;kn
lama;lma
dibangga-banggakan;dibangga'in
mengajak;ngajak
membolehkan;ngebolehin
dapat;dapet
enggak;gak
dengar;denger
dulu;dlu
"menjelek-jelekkan;jelek""in"
setiap;stiap
orang;org
enggak usah;gausa
memaksakan;maksain
kalo;klo
kamu;km
buktikan;buktiin
semoga;smog
menerima;mnerima
baiknya;baikxa
amin;aaamin
sama;ma
sama;ma
sudah;sdh
enggak;gk
amien;amienn
sekangen-kangen;sekangen2
sama;sm
selamat;met
jalan;jln
amin;amiin
amin;aamiin
kita;kt
kamu;kmu
sudah;sdh
enggak;gak
tapi;tpi
amin;aminnnn
amin;amiiiiiiiiiinnnnnnn
menolong;nolongin
amin;amiiiiiiiiiiin
seluruh;seluru
amin;aminn
allah;alloh
amien;amiennn
amin;amiiiin
amin;amiiiin
enggak;gak
enggak;ngk
enggak;ngak
enggak;ngak
enggak;gak
banget;bnget
kalau;klow
ribet;tebir
doang;doangam
"ribet-ribet;tebir"""
amat;amad
maksud;mkst
jangan;jgn
sama;sm
saja;ae
wong-wong;wong2
kau;lau
repot;rempong
mengurusi;ngurusin
pekerjaan;kerjaan
banget;bingittzz
dengan;dgn
banget;bangets
saja;ajaa
juga;jg
banget;bngt
ih;ikh
kakak;kk
aku;aq
deh;dwh
pula;pulak
menengok;nengok
bantai;bante
lah;la
mengomong;ngomong
komentarnya;komenannya
menghadapi;hadapin
mendengarkan;dengarin
baru;bru
enggak;gk
usah;ush
sama;sma
enggak apa-apa;gpp
cocok;cock
waduh;widihh
benar;bner
mantap;mantepp
deh;dehh
hitungan;itungan
cita-cita;cita2
teman-teman;temen-temen
satu;stu
syaratnya;syratnya
kalo;klo
sekarang;skrg
sekarang;skrg
terima kasih;mksh
banget;bgt
semoga;smoga
panjang;pnjang
sehat;shat
selalu;slalu
inginkan;inginkn
anak;ank
belanja;belanjaa
disini;disiniii
buktikan;buktiin
buram;burem
telepon;tlp
dengan;dngan
dengan;dg
enggak;ga
menyangka;nyangka
menunggu;nunggu
merasai;ngerasain
merasai;ngerasain
bagaimana;gmn
ya;yaaa
kencang;kancang
tambah;tmbh
cantik;cntik
banyak;bnyk
kenapa;knp
masyaallah;mansyoallah
sekali;skali
cantik;canttttikkk
mendapati;dapetin
subhanallah;subhanalloh
dalam;dlm
selamat;slmt
untuk;utk
pakai;pke
lebih;lbh
kelihatan;keliatan
terima kasih;mksh
sudah;udah
kasih;ksh
sarankan;saranin
mendapati;dapetin
setiap;stiap
lakukan;lkuin
tetap;ttep
langgeng;langgenh
foto-fotonya;foto2nya
tanggung-tanggung;tanggung2
salut;salluutt
pakai;pkai
lihat;lht
kamu;kmu
sekarang;skrg
pakai;pake
sama;sm
kamu;kmu
pada;pd
orang-orang;org2
yang;yg
semua;smua
makin;mkn
pakai;pake
senang;seneng
lihat;liat
padang;pdng
cantik;syantik
luar biasa;warbiyasah
sekarang;skrg
pakai;pk
kakak;kk
mbak;mbk
keadaannya;keedaannya
lagu-lagu;lagu2
saya-saya;saya2
tunggu-tunggu;tunggu2
sekarang;sekrng
mungkin;mngkin
enggak;ga
lagi;lg
tapi;tp
lagu-lagunya;lagu2nya
tetap;ttap
bisa;bsa
sepertinya;spertinya
sama;ma
kayak;kyk
cuma;cm
kemarin;kmrn
ada;ad
marah;mrah
gara-gara;gra2
sekarang;skrg
dia;dy
sengaja;sngaja
kayak;kyk
jelek;jlek
bisa;bs
jadi;jd
sudah-sudah;udah2
semua;smua
sudah;udh
ungkit-ungkit;ungkit2
sudah;udh
pura-pura;pura2
enggak tau;gatau
curhat-curhat;curhat2
matanya;matany
kalo;klo
kayak;kyk
begini;gni
banyak;byk
benar;bner
kalo;klo
datang;dteng
ke;k
matanya;mata'y
baju-baju;baju2
ayo;ayoooo
buruan;buruannn
memang;emng
perebut;perubut
suami;sumai
hidup;hdp
tak;tk
tidak;tdk
seperti;sprti
mbak;mb
lo;elo
mengurusi;urusin
apa;apah
sama;sm
bagus-bagus;bagus2
sayang;say
sekarang;sekarng
mbak;mb
sama;ma
mbak;mbk
jadi;jd
banget;bgt
sama;ma
sebagai;sbg
membela;mmbela
mbak;mb
masalahnya;mslhnya
hanya;hnya
sendiri;sndri
saya;sy
saja;sj
enggak apa-apa;gpp
karena;krn
masih;msh
banyak;bnyk
lelaki;llki
diluar;dluar
sana;sna
yang;yg
mau;mw
sama;sm
kamu;km
boleh-boleh;boleh2
dengan;dg
dia;dya
pantas;pantes
malu;maluuuu
beda-beda;beda2
terima kasih;mksh
sudah;udh
menyarankan;nyaranin
pakai;pake
sekarang;skrng
saja;ja
kali;x
dengan;dgn
masing-masing;masing2
lagu-lagunya;lagu2nya
menongol;tongolin
sama;sm
ah;ahhh
cabul;cabol
mengomong;ngomong
apa;ape
monyet;nyet
munafik;muna
anjing;jing
entot;tot
nih;nihh
sama;sm
tentang;ttg
tuh;tuhh
kamu;kmu
semoga;smoga
dapat;dpt
hidayah;hidiyah
jangan;jgn
percaya;percya
bagi;bgi
tolong;tlg
saya;sya
sendiri;sdri
sudah;sdh
tadi;tdi
mungkin;mgkin
bukan;bkn
saya;sya
bilang;blg
bahwa;bhwa
admin;mimin
indonesia;indo
dari;dr
baru;br
dengar;denger
sekaligus;skaligus
dari;dr
bikin;bkin
juga;jg
saya;y
bukan;bkn
jadi;jd
baru;br
cek-cek;cek2
kalo;kl
seperti;spti
dulu;dl
semakin;smakin
kita;qta
dengan;dg
begitu;gtu
sebagai;sbgai
mungkin;mgk
bisa;bs
bagaimana;bgmn
kalo;kl
seperti;spti
sapa-sapa;sapa2
tapi;tp
memang;mmg
sama-sama;sama2
kayaknya;kyknya
dengan;dgn
mungkin;mgkn
bahwa;bhwa
punya;pnya
dengan;dng
kamu;km
termurah;termurahhh
beberapa;bbrp
bahwa;bhw
dengan;dgn
banyak;banyaaaaaak
yang;yg
orang-orang;org2
enggak;ga
baik-baiknya;baik2nya
kalo;klo
memang;mmg
kenapa;knp
harus;hrs
tunjukkan;tunjukan
bahwa;bhwa
dari;dr
mungkin;mgkn
dengan;dg
anak-anakmu;anak2mu
bisa;bs
mungkin;mgkn
anak-anak;anak2
bagus-bagus;bagus2
anak-anak;anak2
mengasih-ngasih;ngasih2
berpikir;berfikir
nih;ni
amit-amit;amit2
mbak;mba
kasihan;kasian
lu;elu
di;d
kayak;kyk
gue;gw
mengajukan;ngajuin
tiba-tiba;tiba2
jakarta;jkt
kayak;kyk
ini;ni
ya;yaaa
lagi;lg
tahun;thn
laki-laki;laki2
terbaik;terbaeq
untuk;utk
namanya;namany
enggak;gk
jelas;jels
banget;bgt
tidak;tdk
dan;dn
diakibatkan;diakibtkn
enggak;gk
ada;ad
pekerjaan;kerjaan
memang;emng
suka;suk
jelek-jelek;jelek2
memang;emng
dasarnya;dsrny
nya;ny
saya;sy
jakarta;jkrta
mana;mna
dan;dn
mantap;mantaap
benar-benar;benar2
seperti;sperti
main-main;main2
lanjutkan;lanjutkaaaaan
hidup;hiduppp
encek;ncek
maju;majuuu
terus;teruuss
kadang-kadang;kdg2
loh;looohh
yang;yg
sudah;udah
sebelumnya;sebelumbya
tapi;tp
yang;yg
benar-benar;bener2
dengan;dg
saja;ajah
kali;keles
dari;dr
tapi;tp
tunjukkan;tunjukin
kaya;kya
"tahun-tahun;tahun"""
jakarta;jkt
komentar;koment
kasih;ksh
ke;k
komentar;koment
saya;sya
menyampaikan;nyampein
saya;sya
menyampaikan;nyampein
bukan;bkn
jangan;jgn
mencari;nyari
masih;msh
dalam;dlm
hoki;hokiii
ya;y
enggak;gk
menaksir;naksir
iya;iyah
menaksir;naksir
"banget-banget;bangt"""
cantik;cntik
banget;bgt
kakak;kk
kak;k
lihat;liat
lihat;liat
entar;ntar
menaksir;naksir
tau;tw
menafkahi;nafkahin
kamu;km
dulu;dlu
menghitam;ngitem
banyak;banyaaaak
"sama-sama;sama"""
enggak;gx
lihat;lhat
saja;ja
menaksir;naksir
cantik;cantika
banget;bgt
kalau;klau
menaksir;naksir
kamu;kmu
cewek;cwek
aku;ak
laki-laki;laki2
sudah;udh
duh;duhh
kangen;kngen
film;fillm
dari;dr
memang;emg
sudah;udh
lebih;lbh
sinetron;sinet
jenderal;jendral
tanya;nanya
mainnya;maenya
sinetron;sinet
cantik;cantiks
waktu;wktu
film;pilm
ya;yaa
tahun;taon
kalau;klau
indak;nd
salah;slah
"menangis-nangis;nangis"""
orang tua;ortu
belikan;beliin
itu;ituu
dong;donk
dari;dr
banget;bgtt
langsung;lgsg
saja;aja
sini;cini
jangan;jaaangan
sudah;uda
bertambah;nambah
naik;naek
terima kasih;terimaksih
menyarankan;saranin
pakai;pake
ini;inii
kan;kaannnn
tidak;tidakkkk
kamu;kemuh
sudah;da
keren-keren;keren2
enggak;gak
menyangka;nyangka
sempat;sempet
surabaya;sby
aku;aq
enggak;ga
ya;y
aku;aq
menonton;nonton
tanggal;tgl
pengin;pinginnn
banget;buanget
ketemu;ketemuuu
sampai;ampe
terbawa;kebawa
mimpi;mimpiii
pengin;pengen
ketemu;ketemuuu
anjir;wanjerrr
satupun;satupunn
memotret;motret
kapan-kapan;kapan2
teman-teman;temen2
masih;msh
dong;donk
lapak;lapakk
menyeni;nyeniii
banget;bget
mengesalkan;ngeselin
ada;ad
yang;yg
enggak;ga
sih;seeh
tentang;ttg
habis;abis
duh;deuhh
berduaan;b2an
dihargai;dihargain
"enggak-enggak;engga"""
padahal;pdhl
sudah;udh
pacaran;pcrn
tahun-tahun;tahun2
tapi;tp
enggak;gk
ya;yha
lebay;lebayy
kaya;kya
gila;gilsss
baik;baek
bawa perasaan;baper
deh;dech
sudah;udh
banget;bgt
mengambek;nganbek
suka;sukaa
enak;enk
anjir;njir
kayak;kek
begini;gini
tapi;tp
memendam;mendam
enggak apa-apa;gpp
lah;la
dari;dr
main;maen
mantan;manta
begitu;gituuu
ya;yaaa
ih;ihh
enggak;ga
rela;relaaaa
kemarin;kmrn
begitu;gtu
kayak;kyak
begini;gni
bangun;bgun
cantik;cntik
lagi;lg
tidur;tdur
cantik;cntk
kita;kt
pengin;pengen
banget;bgt
kenal;knl
anugerah;anugrah
salam;slm
kenal;knl
pakai;pakek
sudah;uda
kelihatan;kliatan
kamu;km
yang;yg
enggak;gak
lebih;lbih
kalau;klu
allah;awoohhh
cantik;cantiikk
banget;bngett
kali;kli
kaya;kya
begitu;gt
kakak;kk
sebanyak;sbbyak
apapun;apun
indonesia;indo
tetap;tetep
menyangkutnya;nyangkutnya
yang;yg
untuk;untk
kakak;kk
sih;sihh
kakak;kk
enggak;gk
kelihatan;kliatan
orang;org
ampun;ampunnnnn
banget;bgt
kamu;kmu
hai;hy
hai;hy
hai;hy
cantik;cantikkk
waduh;wadaaw
parah;paraah
orang;org
saja;aj
cantik;cntk
kakak;kk
dong;donk
sampai;sampw
pengin;pengen
melihat;ngeliat
dijelekkan;dijelekin
dulu;dlu
kenapa;napa
tetap;ttp
bantu;bntu
asik;azeeeek
kali;kalii
cantik;ntikk
uh;uhh
lumayan;mayan
manis;mnisss
begitu;gtu
tambahkan;tambahim
tambahkan;tambahin
banget;bngt
banget;bgt
kalo;klo
pakai;pake
"benar-benar;bener"""
kalo;klo
memakai;make
kalo;klo
dengan;dg
orang;org
yang;yg
gila;gilaaaa
cantik;canttikkk
banget;baanggeettt
apa;ap
sih;siiihh
kepo;krpoooo
pengin;pengn
begini;gni
menyusul;nyusul
yuk;nyok
kakak;kk
begini;gni
dek;dekkk
enggak;g
ada;da
yang;yg
mau;mw
kakak;kk
bawa perasaan;baper
banget;bgt
mengiri;ngiri
memang;mmang
enggak;ga
menentukan;nentuin
semoga;smoga
menjemput;mnjmput
yang;yg
kakak;kk
sayang;ygs
banget;bgt
lihat;liat
deh;dahh
jangan;jan
jomblo;mblooo
pengin;pengen
bisa;bs
berekspresi;ber'expresi
begitu;bgtu
tau;tw
ini;ni
judulnya;jdulnya
apa;ap
ciuman;ciumman
aurat;aurot
laginya;laginy
enggak;ga
yang;yg
nya;nyaaaaaaaaaaaaa
alhamdulillah;alkhamdulilah
katanya;ktnya
selalu;selaluu
anjir;anjirrr
engah;ngeh
amin;amen
bisa;bs
kelihatan;kliatan
mungkin;mngkin
kamu;qm
amin;aamiin
sudah;udh
mengomong;ngomong
kemarin;kmrn
kalo;klo
lihatnya;liatnya
sudah;udh
sama;sm
indonesia;indo
nah;nahhh
benar;bener
enggak;gak
ya;yah
mengomongnya;ngmngnya
terus;trs
yang;yg
benar-benar;benar2
orang-orang;orang2
yang;yg
sampai-sampai;sampai2
hal-hal;hal2
karena;krn
komunitas-komunitas;komunitas2
untuk;utk
mau;mw
enggak;gak
enggak;gak
fotonya;fotony
halo;halllo
sama;sma
mengiritnya;ngiritya
hemat;hematt
cocok;cocokk
dari;dr
gue;gw
lagi;lg
cie;ciyeeee
nih;ni
ya;yeeee
kakak;kk
enggak;gak
aku;aq
banget;nget
khususnya;kususnya
kirim;krm
sama;sam
saja;ajaaahhhhh
sedih;syediiihhh
aku;akuuu
enggak;gx
mengerti;ngerti
malang;malangg
belum;belooomm
belum;blm
kan;kn
belum;blom
banget;bingit
di;d
dong;donk
dong;donk
ya;yaakk
ya;yaaa
enggak;nggk
terbukti;kebukti
anak-anaknya;anak2e
pengin;pgn
tuanya;tuwanya
bagaimana;gmn
komen-komennya;comen2nya
pedas;pedesssss
anak-anakmu;anak2mu
yang;yg
karena;krn
jelas-jelas;jelas2
sekarang;skg
sudah;sdh
kalo;kl
yang;yg
untuk;utk
anak-anaknya;anak2nya
menyebut-nyebut;nyebut2
anak-anakmu;anak2mu
yang;yg
pulang;plg
sambil;smbil
halo;hellooooooo
merebut;ngrebut
dari;dri
orang;org
menjadi;mnjdi
seperti;sprti
sekarang;skg
karena;krna
mengomong;ngomong
tahi;taek
enggak;gak
kamu;km
semoga;smga
banget;bget
menghancurkan;hancurin
rumah;rmh
melupakan;lupain
bangkrut;bangkret
mengomong;ngmng
tahi;taekk
lah;lahhhhhh
munafik;muna
kedok;kedokk
"mati-matian;mati""an"
pada;pda
enggak;ga
bisa;bsa
aku;aq
menyimak;nyimak
komennya;komenx
seram-seram;serem2
"mengumpet-ngumpet;ngumpet"""
banget;bgt
kalo;klo
kamu;km
lagi;lg
belum;blim
kamu;km
sekarang;sekrang
sampai;smpe
merebut;ngerebut
menjijikkan;mnjijikaaaaaan
astagfirullah;astgfrlh
kenapa;knpa
mbak;mba
banget;bngt
sahabat;sahabatt
banget;bngt
enggak menyangka;gnyngka
ya;yaa
yang;yg
kaya;kya
begitu;gtu
sendiri;sendirir
brengsek;brengsekk
enggak;gk
ada;da
enggak;g
pernah;prnh
tetap;tetep
mbak;mbg
enggak;gk
mengomentarinya;ngomentnya
enggak;ga
menusuk;nusuk
dari;dr
bilang;blg
dari;dr
sekarang;skr
dipotong;dpotong
halo;helo
belum;blm
dipotong;dpotong
kemarin;kmrin
karena;krn
mengomongkan;ngmgin
kau;kw
bilang;bilangg
ya;yah
kau;kw
dari;dri
dia;dy
enggak;ga
merebut;ngerebut
teman;temen
mengkhianati;gkhianati
kepada;kpd
hidup;hdup
karena;krn
sudah;sdh
hidup;hdup
dengan;dg
sekarang;skr
hari;hr
siapa;sp
pelajaran;pljaran
untuk;utk
orang;org
supaya;spy
tidak;tdk
mengikuti;mngikuti
kelakuan;klkuan
supaya;spy
tidak;tdk
anak-anaknya;anak2nya
tidak;tdk
dibikin-bikin;dibikin2
terus;trus
bagaimana;gimana
nanti;nnt
mengurusi;ngurusin
cewek;cew
cowok;cow
sama;sm
saja;aja
kasihan;kasiannn
banget;bgt
banyak;bnyak
mungkin;mgkin
dari;dr
cocok;cocokkkk
sekali;syekaliii
melihat;ngelihat
semoga;smoga
hingga;hgga
mengiri;ngiri
terima kasih;makasih
terima kasih;makasih
ayo;ayoo
senang;seneng
kakak;kaka
jadi;jd
pengin;pengen
menamai;namain
anak;ank
banget;bangett
ya;yaaa
cie;cieeeee
banget;bgt
salihah;sholihah
banget;bangett
aduh;adeuh
banget;bgt
nanti;nantiii
amin;aamiin
alah;halahh
lu;luu
boleh;leh
juga;uga
yuk;yuuks
ayo;ayooo
kak;ka
ayo;yoo
beginian;ginian
judulnya;judulnyaa
apa;ape
nih;nihh
kok;ko
mengikuti;ngikutin
enggak;gk
kalo;klo
mau;mauuu
ini;inii
banyak;bnyak
atau;ato
ayo;ayoookkkkkk
banget;bgt
ya;y
ya;yaaa
pengin;pengen
yang;yg
mbak;mb
kalo;klo
cewek;cwek
namanya;namax
kalo;klo
cowok;cwo
artinya;artix
kalo;klo
cewek;cwek
namanya;namax
kalo;klo
cowok;cwo
namanya;namax
cewek;cewe
cowok;cowo
kalo;klo
lantai;lt
cewek;cewe
tambahkan;tambahin
"nama-nama;nama"""
mbak;mba
semoga;smg
selalu;sll
cowok;cowo
cewek;cewe
saja;aja
kalo;klo
cewek;cwe
seram;serem
seram;serem
banget;bgt
yang;yg
masing-masing;masing2
lu;elu
sudah;udah
saja;aja
mengapai;ngapain
mengepoi;kepoin
mengeluarkan;keluarin
enggak jelas;gajelas
yang;yg
mbak-mbak;mbak2
yang;yg
pedas;pedes
semua;smua
komentarnya;komentnya
enggak;gk
sudah;uda
nya;ny
mengomongkan;omongin
enggak;gk
anak-anaknya;anak2nya
mengalir;ngalirrrrr
karena;krn
sudah;udh
sabar;sbr
yang;yg
enggak;g
bagaimana;gmn
enggak;g
ada;ad
hidup;idup
sama;sma
mereka;mrk
tapi;tp
bertambah;nmbah
terus;terossss
enggak apa-apa;gpp
menghujat;ngehujat
dosa;dosaa
membela;ngebela
memang;mmg
seindonesia;seindonesiyah
tapi;tp
anak;ank
tidak;tdk
orang tuanya;orgtuanya
jadi;jd
jangan;jgn
anaknya;anknya
kamu;kmu
sih;seh
kayak;kyk
yang;yg
kasih;ksh
saja;aja
sudah;udh
senyumi;senyumin
gue;gw
mah;mh
lihat;liat
selalu;slalu
cepat;cpt
dapat;dapet
yang;yg
segala-galanya;segala2nya
mengalir;ngalir
ya;yaa
merusak;ngrusak
anak-anaknya;anak2nya
saja;aja
mengalir;ngalir
orang;org
punya;px
kesalahan;kslhn
sekarangnya;skrngnya
sudah;udh
lebih;lbh
kenapa;knp
enggak;engga
memang;emang
enggak;g
enggak;ga
kali;kalik
aku;ak
mbak;mba
yang;yg
lebih;lbh
ya;yah
enggak;g
bilang;bilangin
yang;yg
enggak;g
menyambung;nyambungin
yang;yg
di;d
sudah;uda
yang;yg
selalu;sllu
orang;org
itu;tu
secara;scra
enggak;g
menggali;nggali
orang;org
yang;yg
enggak;g
enggak;g
yang;yg
campur;cmpur
ya;y
enggak;gk
lo;elo
untuk;utk
